re-registration,重新注册
relationship criterion,关系条件
request management,请求管理
requestor,请求者
requestor scope,请求者范围
resource current set,当前资源集
resource final set,最终资源集
set,集
object type mapping,对象类型映射
synchronization filter,同步筛选器
unlocked group,解除锁定的组
usage keyword,使用情况关键字
update request,更新请求
web portal,Web 门户
workflow host,工作流主机
workflow management,工作流管理
workflow instance,工作流实例
workflow service host,工作流服务主机
silent activation,无提示激活
CPU cap,CPU 上限
CPU capping,CPU 消耗
AIT Agent,AIT 代理
Application Impact Telemetry Agent,应用程序影响遥测代理
key signing key,关键签名密钥
source disk,源磁盘
wearable,可穿戴设备
computed group member,计算组成员
connector space,连接器空间
connected system object creation flag,已连接系统对象创建标志
metaverse,Metaverse
monitored mailbox,受监控的邮箱
multiple forest group validation,多级林组验证
configuration object,配置对象
relationship creation,关系创建
relationship termination,关系终止
request phase,请求阶段
Management Policy Rule,管理策略规则
Hyper-Threading Technology,超线程技术
Transporter Command Shell,Transporter 命令外壳
Transporter Management Console,Transporter 管理控制台
UID cache,UID 高速缓存
UID list,UID 列表
UIDL command,UIDL 命令
Windows Installer service,Windows Installer 服务
SQL writer,SQL 编写器
media usage rights,媒体使用权限
default location,默认位置
client failover,客户端故障转移
Weekend Rule,周末规则
WebDAV injector,WebDAV 注入程序
WebDAV provider,WebDAV 提供程序
VOIP-enabled Live Meeting trial conference center session,启用 VOIP 的 Live Meeting 试用版会议中心会话
user migration,用户迁移
synchronization engine,同步引擎
Simple Control Protocol,简单控制协议
reject,拒绝
relational store,关系存储区
Quick Start Guide,快速入门指南
private area,专用区域
discretize,离散化
PowerShell pipe object,PowerShell 管道对象
parent company,母公司
Junk E-mail Reporting Tool,垃圾邮件报告工具
forms-based authentication,基于表单的身份验证
e-mail coexistence,电子邮件共存
directory synchronization,目录同步
Active Directory synchronization,Active Directory 同步
directory sync,目录同步
Container Name,容器名称
Configuration Wizard,配置向导
Client Access server,客户端访问服务器
data card,数据卡 
search filter,搜索筛选器
alternate recipient,备用收件人
Advanced Sync settings,高级同步设置
Active Directory site,Active Directory 站点
Active Directory provider,Active Directory 提供程序
Active Directory object,Active Directory 对象
directory object,Directory 对象
Active Directory credentials,Active Directory 凭据
Active Directory container,Active Directory 容器
Active Directory account,Active Directory 帐户
activation confirmation message,激活确认消息
activation,激活
user activation,用户激活
heap corruption,堆损坏
Microsoft Online Services Directory Synchronization Tool,Microsoft Online Services 目录同步工具
Microsoft Online Services My Company Portal,Microsoft Online Services 我的公司门户
Microsoft Online Services Sign In Application,Microsoft Online Services 登录应用程序
Microsoft Online Services Sign In,Microsoft Online Services 登录
touch keyboard,触摸键盘
Microsoft SharePoint Online,Microsoft Office SharePoint Online
Microsoft Online Services Customer Portal,Microsoft Online Services 客户门户
tuning adapter,调谐适配器
authentication,身份验证
action,操作
cable television,有线电视
netbook,上网本
content delivery network,内容分发网络
multitouch,多点触控
multi-touch,多点触控
BitLocker To Go Reader,BitLocker To Go 读取器
scripting,脚本
diagnostic content,诊断内容
diagnostic package,诊断包
Local Content Diagnostic Provider,本地内容诊断提供程序
deserialize,反序列化
network boot program,网络启动程序
CD recorder,CD 刻录机
CD burner,CD 刻录机
health packet,运行状况数据包
data binning,数据装箱
field programmable gate array,现场可编程门阵列
FLOPS,PLOPS
floating-point unit,浮点单元
thin rendering,精简呈现
user-controlled scheduling,用户控制计划
manual scheduling,手动计划
Best Bet Suggestions report,最佳匹配建议报告
Best Bet Usage report,最佳匹配使用情况报告
Configuration Export,配置导出
Document Integrity,文档完整性
Web Edit,Web 编辑
personal virtual desktop,个人虚拟机
redirection mode,重定向模式
RemoteApp and Desktop Connection Web service,RemoteApp 和桌面连接 Web 服务
Best Practices Analyzer,最佳做法分析器
BPA engine,BPA 引擎
Query Remote Desktop Server Utility,查询远程桌面服务器工具
user isolation,用户隔离
BPA scan,BPA 扫描
Windows 7 Ultimate,Windows 7 旗舰版
Windows 7 Home Premium,Windows 7 家庭高级版
Windows 7 Home Basic,Windows 7 家庭普通版
Windows 7 Professional,Windows 7 专业版
Windows 7 Starter,Windows 7 简易版
Windows 7 Enterprise,Windows 7 企业版
Link Aggregation Control Protocol,链接聚合控制协议
Group Work Site,组工作网站
Usage and Health Data Collection,Usage and Health data collection
To box,收件人框
show/hide,显示/隐藏
Corrections,更正
Convert to Shape,转换为形状
Record Slide Show,录制幻灯片演示
pass-through disk,传递磁盘
aerial view,鸟瞰图
Music,音乐
sprite,子画面
remote monitoring,远程监视
album art,专辑封面
Scalable Vector Graphics,可扩展矢量图形
Reading View,阅读视图
linking,链接
Unread Changes,未读的更改
timeline,日程表
Author Marks,作者标记
Rules Manager,规则管理器
layout style,布局样式
Quick Rules,快速规则
page layout,页面布局
section layout,节布局
Chart Web Part,图表 Web 部件
multi-touch,多点触控
logging table,日志记录表
magic number,幻数
Single Connect,单一连接
Report Center,报告中心
Demand Management,需求管理
video on demand,点播视频
album,专辑
XML Query,Xml 查询
Access Services Administration,Access Services 管理
business driver,业务驱动因素
fax machine,传真机
calculated value,已计算值
OLAP database,OLAP 数据库
early media,早期媒体放音
location,位置
transistor,晶体管
Web Platform Installer,Web 平台安装程序
URL Rewrite Module for IIS 7,用于 IIS 7 的 URL 重写模块
Unified Tracing Model,统一跟踪模型
Request Filtering,请求筛选
FTP Service for IIS 7.0,用于 IIS 7.0 的 FTP 服务
Application Request Routing,应用程序请求路由
Approval Center,审批中心
automatically save,自动保存
Calculated Metrics,测算指标
Calendar Preview,日历预览
unsupported feature,不支持的功能
Classic Workspace,经典工作区
.NET Assembly Connector,.NET 程序集连接器
design surface,设计图面
Picture Styles,图片样式
Video Styles,视频样式
single-document interface,单文档界面
Reading View,读取视图
Editing View,编辑视图
high-privilege workflow,高权限工作流
note container,注释容器
Application XML,应用程序 XML
Business Connectivity,业务连接
Web Services on Devices,基于设备的 Web 服务
memory footprint,内存占用情况
footprint,占用情况
security question,安全性问题
Dynamic Fair-Share Scheduling,动态公平共享调度
telecommuting,远程办公
telecommuter,远程办公人员
click to call,单击以呼叫
slipstream installation,补充安装
appliance,设备
discovery,发现
cast,投放
favorite,收藏
bookmark,加入书签
bare bones,基本功能
Play To,播放到
Cast to Device,投放到设备
bias,偏差
billion,十亿
bit pattern,位模式
cathode,阴极
enter,输入
splatted variable,splat 变量
least-cost routing,最低成本路由
certification,认证
data capture,数据捕获
data sink,数据接收器
degradation,降级
developer,开发者
action recording,操作录制
action recording section,操作录制部分
configuration variable,配置变量
diagnostic data adapter,诊断数据适配器
line of code,代码行
query-based test suite,基于查询的测试套件
role,角色
shared steps,共享步骤
test configuration,测试配置
test agent controller,测试代理控制器
test suite,测试套件
suite,套件
test point,测试点
test settings,测试设置
test step,测试步骤
coded UI test,编码的 UI 测试
UI Control Locator,UI 控件定位器
edge,边
formatting dimension,格式设置维度
KPI details report,KPI 详细信息报表
file specification,文件规范
form factor,外形规格
claims provider,声明提供程序
visual upgrade,直观升级
data source formatting,数据源格式设置
Reporting Services report,报告服务报表
time formula,时间公式
time intelligence filter,时间智能筛选器
unattended service account,无人参与服务帐户
list,列表
swash,花体
build activity,生成活动
build controller,生成控制器
environment,环境
environment snapshot,环境快照
environment template,环境模板
environment viewer,环境查看器
IP address pool,IP 地址池
lab agent,实验室代理
Lab Management,实验室管理工具版
Visual Studio Lab Management,Visual Studio 实验室管理
lab service,实验室服务
machine,计算机
network isolation,网络隔离
network agent,网络代理
network isolation environment,网络隔离环境
physical environment,物理环境
physical machine,物理计算机
team project collection host group,团队项目集合主机组
team project collection library share,团队项目集合库共享
team project host group,团队项目主机组
team project library share,团队项目库共享
native language,本机语言
lab environment,实验室环境
virtual environment,虚拟环境
infinite loop,无限循环
infinite loop,无限循环
Web Request Throttling,Web 请求限制
claims-based identity,基于声明的标识
claims identity,声明标识
integration,集成
intermediate language,中间语言
lexicon,词典
lexicon,词典
line number,行号
link time,链接时间
locked file,锁定的文件
enterprise wiki,企业 wiki
full-height number,全高式数字
old-style number,旧体数字
Design Accents,设计辅色
embedded video clip,嵌入的视频剪辑
embedded audio clip,嵌入的音频剪辑
List Relationships,列表关系
Feature Upgrade,功能升级
qualified component,限定的组件
tab control,选项卡控件
multiplier,乘数
browser-compatible mode,浏览器兼容的模式
access,访问权限
add,添加
search box,搜索框
tab page,选项卡页
Popular Queries report,热门查询报告
Number of Queries report,查询数报告
Storage Usage report,存储使用情况报告
Page Performance Console,页面性能控制台
User Solution Packaging,用户解决方案封装
Joint List View,联合列表视图
planar,平面
online storage,网盘
p-code,p 代码
search key,搜索关键字
spindle,主轴
tick,时钟周期
unload,卸载
adaptive streaming,自适应流式处理
Graphics Interchange Format,图形交换格式
Application Flow panel,应用程序流面板
b-frame,双向预测帧
bidirectional predictive frame,双向预测帧
FrontPage Server Extensions,FrontPage 服务器扩展
multiple bit rate encoding,多比特率编码
navigation node,导航节点
nonsquare pixel,非正方形像素
rectangular pixel,矩形像素
overlay,覆盖
part,部件
control part,控件部件
tile,磁贴
p-frame,未来单项预测帧
predictive frame,未来单项预测帧
pillarbox,左右黑边
pixel aspect ratio,像素纵横比
profile,模式
SketchFlow Player,SketchFlow 播放器
subpath,子路径
Windows Media Video,Windows Media 视频
workstation,工作站
wish list,愿望清单
middleware,中间件
recover,恢复
service quality metrics,服务质量指标
CAS policy,CAS 策略
partition,分区
diagnostic provider,诊断提供程序
session,会话
tag,标记
pipe,管道
activity feed,活动源
newsfeed,新闻源
asynchronous event,异步事件
synchronous event,同步事件
after event,后期事件
post-event,后期事件
before event,前期事件
pre-event,前期事件
application map,应用程序映射
bookmarklet,小书签
feature stapling,功能装订
health status,运行状况
operating environment,操作环境
alternate key,备用键
inheritance,继承
spooler,后台处理程序
rich-text editor,RTF 编辑器
fill out,填写
code of conduct,行为准则
authorization code,授权代码
Highlight Viewer,突出显示查看器
member,成员
Office 365 admin center,Office 365 管理中心
point,点
tile,平铺
delegate control,委托控件
Editor Part,编辑器部件
feature activation dependency,功能激活依赖项
extension,扩展
JavaScript Object Notation,JavaScript 对象表示法
privileged task,特权任务
resource-intensive task,资源密集型任务
workflow foundation,Workflow Foundation
client context,客户端上下文
connector framework,连接器框架
feature event receiver,功能事件接收器
health tracking indicator,运行状况跟踪指示器
item-based content type,基于项的内容类型
document-based content type,基于文档的内容类型
sandboxed solution,沙盒解决方案
job definition,作业定义
timer account,计时器帐户
solution package,解决方案包
social tag,社会性标签
social data,社会数据
service window,服务时段
query-size threshold,查询大小阈值
query window,查询窗口
language pack,语言包
note board,记事板
logging database,日志记录数据库
quality-of-service indicator,服务质量指示器
range,范围
Windows Live installer,Windows Live 安装程序
Windows Live Home,Windows Live 主页
phone call,电话呼叫
application library caching,应用程序库缓存
application extension services,应用程序扩展服务
local messaging,本地消息传递
Digital Signature Algorithm,数字签名算法
response time,响应时间
out-of-browser,脱离浏览器
action log,操作日志
activity implementer,活动实施者
automated activity,自动完成的活动
change creator,更改创建者
change manager,更改管理员
change request,更改请求
subnet,子网
configuration item,配置项目
DWStagingAndConfig database,DWStagingAndConfig 数据库
DWDataMart database,DWDataMart 数据库
DWRepository database,DWRepository 数据库
light source,光源
collection,集合
Search button,“搜索”按钮
search preview,搜索预览
filtered view,筛选视图
groom,清理
history,历史记录
incident,事件
notification subscriber,通知订户
notification subscriber address,通知订户地址
notification subscription,通知订阅
review activity,审阅活动
reviewer,审阅者
role-based security,基于角色的安全性
Service Manager console,Service Manager 控制台
Service Manager data warehouse management server,Service Manager 数据仓库管理服务器
Service Manager database,Service Manager 数据库
Service Manager management server,Service Manager 管理服务器
user role profile,用户角色配置文件
Secure Store,安全存储
unpublish,取消发布
External Content Type Designer,外部内容类型设计器
social feedback,社交反馈
list,列表
latest version,最新版本
bound,绑定
classification,分类
configuration item class,配置项目类
knowledge,知识
service,服务
task,任务
template,模板
user role,用户角色
repository,存储库
repo,存储库
trigger,触发器
vectorization,矢量化
action,操作
chunked file,分块文件
Appear offline,隐身
Advanced Stream Redirector,高级数据流转向器
bit-rate throttling,比特率限制
fragment,片段
chunk,区块
Fast Start,快速启动
media asset,媒体资产
latency,延迟
media entry,媒体条目
nesting,嵌套
throttle,限制
Web playlist,Web 播放列表
Smooth Streaming presentation,平滑流式处理演示
text stream,文本流
Smooth Streaming presentation content,平滑流式处理演示内容
Smooth Streaming presentation manifest,平滑流式处理演示清单
Server manifest,服务器清单
Client manifest,客户端清单
stream,流
timeout,超时
Lifetime,生存期
Inactivity,非活动
Smooth Streaming,平滑流式处理
Silverlight XAP file,Silverlight XAP 文件
input field,输入域
Self-Service Site Creation,自助式网站创建
progressive scan,逐行扫描
publish,发布
parallel processing,并行处理
Windows Media Audio,Windows Media 音频
site,站点
SketchFlow Map panel,SketchFlow 图面板
component connection,组件连接
component node,组件节点
navigation connection,导航连接
SketchFlow Animation,SketchFlow 动画
sketch style,草图样式
application flow,应用程序流
SketchFlow prototype,SketchFlow 原型
program stream format,节目流格式
Microsoft Malware Protection Center,Microsoft 恶意软件防护中心
version control label,版本控制标签
quit,退出
eDiscovery,电子数据展示
electronic discovery,电子数据展示
e-discovery,电子数据展示
Microsoft Online Services Migration Tools,Microsoft Online Services 迁移工具
Microsoft Online Services Partner Administration Center,Microsoft Online Services 合作伙伴管理中心
.exe file,.exe 文件
custom table,自定义表
web package,Web 程序包
one-click publish,单击发布
MMS,彩信
mobile browser,移动浏览器
Document Connection for Mac,Document Connection Mac 版
Hold and eDiscovery,保留和电子数据展示
Microsoft Office 2008 for Mac Business Edition,Microsoft Office 2008 Mac 版企业版
Microsoft Office 2008 Business Edition Extras,Microsoft Office 2008 企业版附加程序
Filter Web Part,筛选器 Web 部件
objective KPI,目标 KPI
PerformancePoint Content List,PerformancePoint 内容列表
PerformancePoint Settings Database,PerformancePoint 设置数据库
Microsoft Online Services Partner Sales Portal,Microsoft Online Services 合作伙伴销售门户
Windows Live Photos,Windows Live 照片
Windows Live Photo Gallery,Windows Live 照片库
Windows Photo Gallery,Windows 照片库
Photo Gallery,照片库
Stack Selector Web Part,堆叠选择器 Web 部件
time dimension,时间维度
PerformancePoint Service application proxy,PerformancePoint Service 应用程序代理
PerformancePoint Services in Microsoft SharePoint Server,Microsoft SharePoint Server 中的 PerformancePoint Services
PerformancePoint Services Central Administration,PerformancePoint Services 管理中心
flick,轻拂
application model,应用程序模型
BDC model,BDC 模型
Application Registry Service,应用程序注册表服务
external list,外部列表
mutual authentication,相互身份验证
Network and Sharing Center,网络和共享中心
ribbon,功能区
Elements Gallery,元素库
Windows Live Groups,Windows Live 群
Windows Live Essentials,Windows Live 软件包
Windows Essentials,Windows 软件包
Windows Live Contacts,Windows Live 联系人
Windows Live Calendar,Windows Live 日历
Windows Live Alerts,Windows Live 提醒
Windows Live Agents,Windows Live 机器人
Microsoft services,Microsoft 服务
Search by,搜索提供商：
Bing,必应
Microsoft Online Services Setup Accelerator,Microsoft Online Services 安装加速器
Microsoft Online Services Help and How-to,Microsoft Online Services 帮助和使用方法
Bing Translator,必应在线翻译
document ACL,文档 ACL
activity data,活动数据
application configuration file,应用程序配置文件
arbitration port,仲裁端口
default capture mode,默认捕获模式
targets file,目标文件
symbol store,符号存储区
cache client,缓存客户端
cache cluster,缓存群集
cache invalidation,缓存无效
cache item,缓存项
cache notification,缓存通知
cache port,缓存端口
cache-aside programming pattern,缓存端编程模式
cache-enabled application,支持缓存的应用程序
cluster configuration storage location,群集配置存储位置
cluster port,群集端口
concurrency model,并发模型
ETW-based log sink,基于 ETW 的日志接收器
Event Tracing for Windows (ETW)-based log sink,基于 Windows 事件跟踪的日志接收器
log sink,日志接收器
touchtone dialing,按键拨号
touchtone,按键
Windows Live Messenger Companion,Windows Live Messenger 浏览器插件
Windows Live Devices,Windows Live 设备
failure notification,失败通知
high watermark,高水印
low watermark,低水印
lead host,主要主机
audience compilation,访问群体搜集
watermark,水印
back-end database server,后端数据库服务器
Business Logic Module,业务逻辑模块
empty GUID,空 GUID
form template file,表单模板文件
.xsn file,.xsn 文件
front-end Web server,前端 Web 服务器
RPC transport,RPC 传输
SOAP action,SOAP 操作
SOAP body,SOAP 主体
SOAP fault,SOAP 错误
time zone,时区
version stamp,版本标记
WSDL message,WSDL 消息
XML fragment,XML 段落
XML namespace prefix,XML 命名空间前缀
complex type,复杂类型
simple type,简单类型
Audit Collection Services,审核收集服务
containment relationship,包含关系
hosting relationship,托管关系
IIS Advanced Logging,IIS 高级日志记录
Core Web Server,核心 Web 服务器
IIS 7 Deployment Handler,IIS 7 部署处理程序
IIS Database Manager,IIS 数据库管理器
IIS Site Analyzer,IIS 站点分析器
Internet Information Services 7 Manager,Internet Information Services (IIS) 7 管理器
IIS Web Management Service ,IIS Web 管理服务
Web Management Service,Web 管理服务
Microsoft Web Platform,Microsoft Web 平台
Microsoft Web Platform Installer,Microsoft Web 平台安装程序
Internet Information Services 7 Manager for Remote Administration,用于远程管理的 Internet Information Services (IIS) 7 管理器
Microsoft Web Deployment Agent Service,Microsoft Web 部署代理服务
Web Deployment Agent Service,Web 部署代理服务
Web Deployment Framework,Web 部署框架
Web Deployment Tool,Web 部署工具
Microsoft Web Deployment Tool,Microsoft Web 部署工具
Web Deploy,Web 部署
cache operation,缓存操作
event classification,事件分类
eviction,逐出
high availability,高可用性
least recently used,最近最少使用的
local cache,本地缓存
named cache,命名缓存
object lifetime,对象生存期
optimistic concurrency,乐观并发
pessimistic concurrency,悲观并发
cache region,缓存区域
region,区域
resource data,资源数据
routing client,路由客户端
simple client,简单客户端
strong consistency,非常一致
cache tag,缓存标记
version,版本
expiration,过期
PowerPivot workbook,PowerPivot 工作簿
PowerPivot service,PowerPivot 服务
PowerPivot Web service,PowerPivot Web 服务
PowerPivot service application,PowerPivot 服务应用程序
data feed,数据馈送
PowerPivot data,PowerPivot 数据
model,模型
Operations Manager database,Operations Manager 数据库
Operations Manager Health Explorer,Operations Manager 运行状况资源管理器
Health Explorer,运行状况资源管理器
Operations Manager reporting server,Operations Manager Reporting Server
reference relationship,引用关系
reporting data warehouse,报表数据仓库
System Center Data Access service,System Center Data Access 服务
direct report,直接下属
task,任务
form,窗体
process management pack,进程管理包
Reply with Meeting,会议答复
Meeting,会议
tenant,租户
map tile,地图图块
tile,图块
bubble map,气泡图
map control,地图控件
shapefile,形状文件
social computing,社会计算
Bulk Edit Users Wizard,批量编辑用户向导
boundary delimiter,边界分隔符
ring index,环索引
user story,用户情景
consume-first mode,先用模式
gated check-in,封闭签入
burndown chart,燃尽图
median value,中值
median,中值
partitioned table parallelism,已分区表并行度
RDL Sandboxing,RDL 沙盒
backing type,后备类型
Active Mailbox Subscriptions,活动邮箱订阅
retrospective,追溯会议
group metrics,组度量标准
page zeroing,页面清零
switchover,切换
Windows Activation Technologies,Windows 激活技术
Project Server Eventing Service,Project Server 事件服务
master data management,主数据管理
HTML viewing service,HTML 查看服务
Office enabled device,支持 Office 的设备
CRM Front End Server,CRM 前端服务器
CRM Back End Server,CRM 后端服务器
Deployment Administration Server,部署管理服务器
full server,完全服务器
markup extension,标记扩展
Organizational Health report,组织运行状况报告
star out,星键退出
Quick Shapes stencil,快速形状模具
one-off address,一次性地址
statement completion,语句完成
language service,语言服务
Bing Webmaster Center,必应网站管理员中心
hot line,热行
command holder,命令容器
pre-order traversal,前序遍历
Remove Background,删除背景
rogue detection,未授权检测
Connected Accounts,已连接帐户
Help bubble,帮助气泡
Inbox rule,收件箱规则
mobile service provider,移动服务提供商
multi-stop slider,多停止点幻灯片
Did You Mean feature,“您的意思是”功能
unauthorized DHCP server,未授权的 DHCP 服务器
Quick Parts,文档部件
reset,重置
security blanket,安全覆盖层
significance,基数
trie,Trie
outrigger table,子维度表
standard mode,标准模式
Microsoft Download Manager,Microsoft 下载管理器
Snack,快餐
Learning Snack,学习快餐
telemetry,遥测
minor change request,次要更改请求
major change request,主要更改请求
emergency change request,紧急更改请求
Report Consolidator,报表合并计算器
calendar user agent,日历用户代理
local registration authority,本地注册机构
message disposition notification,邮件处置通知
audit,审核
contextual tab,上下文选项卡
"Microsoft Office Compatibility Pack for Word, Excel, and PowerPoint 2010 File Formats",用于 Word、Excel 和 PowerPoint 2010 文件格式的 Microsoft Office 兼容包
unprotected solution,未保护的解决方案
create mode,创建模式
dependent component,依赖组件
Quick Shape,快速形状
workflow stage,工作流阶段
workflow phase,工作流阶段
exempt user agent,豁免用户代理
master data,主数据
transactional data,事务数据
Windows Speech Recognition,Windows 语音识别
.NET Connectivity Assembly,.NET 连接程序集
tweet,推文
Tweet,推文
BDC Administration object model,BDC 管理对象模型
BDC Client Runtime,BDC 客户端运行时
Business Data Connectivity Service Application Proxy,Business Data Connectivity Service 应用程序代理
BDC Service Application Proxy,BDC 服务应用程序代理
External Content Type data source,外部内容类型数据源
Runtime object model,运行时对象模型
BDC Runtime object model,BDC 运行时对象模型
Business Data Connectivity Service Application,Business Data Connectivity Service 应用程序
BDC Service Application,BDC 服务应用程序
External Data Web Parts,外部数据 Web 部件
Custom Connector,自定义连接器
External Item Picker,外部项选取器
External Content Type Picker,外部内容类型选取器
Business Data Connectivity Model Template,业务数据连接模型模板
profile page,配置文件页
type descriptor,类型描述符
BCS solution deployment,BCS 解决方案部署
external list deployment,外部列表部署
External Data Grid Web Part,外部数据网格 Web 部件
External Data Grid,外部数据网格
External Data Item Builder,外部数据项生成器
External Data Item Builder Web Part,外部数据项生成器 Web 部件
range chart,全距图
external data column,外部数据列
Composites Runtime object model,复合运行时对象模型
Microsoft Exchange On-Premises ,Microsoft Exchange 內部部署
external data part,外部数据部件
BDC Metadata Store,BDC 元数据存储
Metadata Store,元数据存储
External Data Related List Web Part,外部数据相关项列表 Web 部件
External Data Related List,外部数据相关项列表
Target Application,目标应用程序
target application,目标应用程序
Secure Store target application,安全存储目标应用程序
External Data Item Web Part,外部数据项 Web 部件
External Data Item,外部数据项
public group,公用组
witness directory ,见证目录
recipient scope,收件人作用域
away greeting,离开问候语
host compatibility check,主机兼容性检查
marker map,标记地图
basic marker map,基本标记地图
spatial data,空间数据
analytical data,分析数据
SharePoint Online Administration Center,SharePoint Online 管理中心
SharePoint admin center,SharePoint 管理中心
storage quota,存储配额
SharePoint Online Storage,SharePoint Online 存储空间
invitation auto-approval workflow,邀请自动批准工作流
external user list,外部用户列表
Hold In,收缩
keytime,关键时间
Bing Mobile,必应移动
Bing Maps,必应地图
Maps,地图
B+ tree,B+ 树
geometric data,几何图形数据
geographic data,地理数据
output column,输出列
schema-aware,架构识别的
International Telecommunication Union,国际电信联盟
Elliptic Curve Digital Signature Algorithm,椭圆曲线数字签名算法
factory method,工厂方法
quotation,引用
hole,缺口
backend server,后端服务器
detrended price oscillator formula,趋势价格振荡线公式
master merge,主合并
moving average envelope,移动平均包络线
multiple choice question,多项选择问题
SQL Database,SQL 数据库
Microsoft Azure SQL Database,Microsoft Azure SQL 数据库
Azure SQL Database,Azure SQL 数据库
Microsoft Azure compute instance,Microsoft Azure 计算实例
Microsoft Azure Platform Consumption,Microsoft Azure Platform 消耗计划
Microsoft Azure Platform Consumption for Partners,Microsoft Azure Platform 合作伙伴消耗计划
Microsoft Azure Development Accelerator Core,Microsoft Azure 开发加速器核心
Microsoft Azure Development Accelerator Core (Partners),Microsoft Azure 开发加速器核心（合作伙伴）
Microsoft Azure Development Accelerator Extended,Microsoft Azure 开发加速器扩展
Microsoft Azure DA Extended (Partners),Microsoft Azure DA 扩展（合作伙伴）
Microsoft Azure Development Accelerator Extended (Partners),Microsoft Azure 开发加速器扩展（合作伙伴）
Quick Contacts,快速联系人
recycle,回收
Semblio Authoring redistributable merge module,Semblio Authoring 可再发行合并模块
Semblio player,Semblio 播放器
setup repair,安装修复
cloud computing,云计算
Community Platinum,白金社区
Community Premium,高级社区
Community Standard,标准社区
Community Basic,基本社区
Community Limited,有限社区
circulation,传播
Client Virtualization Handler,客户端虚拟化处理程序
mobile phone number,移动电话号码
virtualization,虚拟化
collectible assembly,可回收程序集
Data Analyzer Light,数据分析器指示灯
deep refiner,深入精简
promote,升级
security trimmer,Security Trimmer
Active Manager,活动管理器
SQL Server Connection Director,SQL Server 连接控制器
Connection Director,连接控制器
database availability group,数据库可用性组
operational excellence,卓越运营
database instance,数据库实例
DB instance,DB 实例
Dynamic CPU Fair Share,动态 CPU 公平共享
User Behavior Analyzer,用户行为分析器
retargetable assembly,可重定目标程序集
side-by-side hosting,并行承载
Smart Device Connectivity API,智能设备连接 API
virtual dispatch slot,虚拟调度槽
banana clip,香蕉夹
offside line,越位线
offside,越位
pattern,模式
active pattern,活动模式
system on a chip,系统单芯片
Package Solution Wizard,包解决方案向导
caption,字幕
closed caption,隐藏式字幕
PowerPoint Mobile Viewer,PowerPoint 手机阅读器
solution accelerator,解决方案加速器
xRank,人气榜
IM,发送 IM
instant message,发送即时消息
Microsoft cloud services,Microsoft 云服务
ligature,连字
File tab,“文件”选项卡
Bollinger Bands,布林线
Bollinger Bands formula,布林线公式
Content Organizer,内容管理器
Microsoft Visual Studio Web Authoring Component,Microsoft Visual Studio Web 创作组件
Office Viewing Architecture,Office 查看架构
PowerPoint render,PowerPoint 渲染器
drawing guide,绘图参考线
PowerPoint static,PowerPoint 静态
content steward,内容管理员
Microsoft MVP Award,Microsoft MVP 奖
MVP Award,MVP 奖
binary search,二进制文件搜索
Border Gateway Protocol,边界网关协议
stewardship portal,管理门户
DPM role,DPM 角色
auto-consistency check,自动执行一致性检查
auto-protection,自动保护
data co-location,自动归置
DPM engine,DPM 引擎 
inactive data source,非活动数据源
primary protection,主要保护
secondary protection,辅助保护
SQL Server instance auto-protection,SQL Server 实例自动保护
DPM Self-Service Tool for SQL Server,用于 SQL Server 的 DPM 自助服务工具
DPM SST for SQL Server,用于 SQL Server 的 DPM SST
attorney-client privilege,律师-当事人特权
action,操作
bad word,敏感词汇
server-side session,服务器端会话
client-side session,客户端会话
active mailbox,活动邮箱
connected data source,已连接数据源
Outlook Live Management Agent,Outlook Live 管理代理
discovery manager,发现管理员
concurrent operation,并发操作
external contact,外部联系人
forced rename state,强制重命名状态
metaverse entry,metaverse 条目
MX token,MX 标记
proxy address,代理地址
other e-mail address,其他电子邮件地址
remote domain,远程域
shared address space,共享地址空间
split domain,拆分域
database administrator,数据库管理员
token-based activation,基于令牌的激活
product key card,产品密钥卡
PowerPivot Gallery,PowerPivot 库
solution,解决方案
performance tools,性能工具
managed solution,托管解决方案
parent solution,父解决方案
partial solution,部分解决方案
solution component,解决方案组件
non-customizable component,不可自定义的组件
customizable component,可自定义组件
solution repository,解决方案存储库
solution publisher,解决方案发布商
default solution,默认解决方案
offer,套餐
sub-grid,子网格
task form,任务窗体
required component,必需组件
activity status,活动状态
gauge,仪表
Quick Parts gallery,文档部件库
enterprise metadata,企业元数据
DNS hosting service,DNS 托管服务
Business Contact Manager for Microsoft Outlook 2010 Database Tool,Business Contact Manager for Microsoft Outlook 2010 数据库工具
Business Contact Manager for Outlook 2010 Database Tool,Business Contact Manager for Outlook 2010 数据库工具
How to Tell,如何辨别真假
Genuine Microsoft Software,正版 Microsoft 软件
validate,验证
WGA Notifications,WGA 通知
front-end database,前端数据库
Project Server Event Manager,Project Server 事件管理器
Tracing Service,跟踪服务
construct,构造
site collection solution gallery,网站集解决方案库
Quick Shapes area,快速形状区域
mailbox subscription,邮箱订阅
back-end database,后端数据库
Quick start,快速入门
Advanced Query Syntax,高级查询语法
Exchange Control Panel,Exchange 控制面板
Exchange Administration Center,Exchange 管理中心_
Exchange admin center,Exchange 管理中心
Mail Control,邮件控制
Microsoft Live@edu Service Management Portal,Microsoft Live@edu 服务管理门户
supervision policy,监督策略
closed campus supervision policy,封闭校园监督策略
anti-bullying supervision policy,反威胁监督策略
supervision list entry,监督列表条目
supervision list,监督列表
bad word supervision policy,敏感词汇监管策略
migration batch,迁移批处理
